trade_date,ticker,ticker_name,sector,industry,open_price,high_price,low_price,close_price,volume,daily_return
2024-08-19,AAPL,Apple Inc.,Technology,Consumer Electronics,225.72000122070312,225.99000549316406,223.0399932861328,225.88999938964844,40687800,-0.0007078241979617816
2024-08-20,AAPL,Apple Inc.,Technology,Consumer Electronics,225.77000427246094,227.1699981689453,225.4499969482422,226.50999450683594,30299000,0.0027446771387078517
2024-08-21,AAPL,Apple Inc.,Technology,Consumer Electronics,226.52000427246094,227.97999572753906,225.0500030517578,226.39999389648438,34765500,-0.00048563247988708813
2024-08-22,AAPL,Apple Inc.,Technology,Consumer Electronics,227.7899932861328,228.33999633789062,223.89999389648438,224.52999877929688,43695300,-0.008259695969967673
2024-08-23,AAPL,Apple Inc.,Technology,Consumer Electronics,225.66000366210938,228.22000122070312,224.3300018310547,226.83999633789062,38677300,0.010288146667049025
2024-08-26,AAPL,Apple Inc.,Technology,Consumer Electronics,226.75999450683594,227.27999877929688,223.88999938964844,227.17999267578125,30602200,0.0014988376978466444
2024-08-27,AAPL,Apple Inc.,Technology,Consumer Electronics,226.0,228.85000610351562,224.88999938964844,228.02999877929688,35934600,0.0037415535298863656
2024-08-28,AAPL,Apple Inc.,Technology,Consumer Electronics,227.9199981689453,229.86000061035156,225.67999267578125,226.49000549316406,38052200,-0.006753467940081581
2024-08-29,AAPL,Apple Inc.,Technology,Consumer Electronics,230.10000610351562,232.9199981689453,228.8800048828125,229.7899932861328,51906300,0.014570125448949867
2024-08-30,AAPL,Apple Inc.,Technology,Consumer Electronics,230.19000244140625,230.39999389648438,227.47999572753906,229.0,52990800,-0.0034378924636161434
2024-09-03,AAPL,Apple Inc.,Technology,Consumer Electronics,228.5500030517578,229.0,221.1699981689453,222.77000427246094,50190600,-0.027205221517637823
2024-09-04,AAPL,Apple Inc.,Technology,Consumer Electronics,221.66000366210938,221.77999877929688,217.47999572753906,220.85000610351562,43840200,-0.00861874638471094
2024-09-05,AAPL,Apple Inc.,Technology,Consumer Electronics,221.6300048828125,225.47999572753906,221.52000427246094,222.3800048828125,36615400,0.006927773316790065
2024-09-06,AAPL,Apple Inc.,Technology,Consumer Electronics,223.9499969482422,225.24000549316406,219.77000427246094,220.82000732421875,48423000,-0.007015008203708928
2024-09-09,AAPL,Apple Inc.,Technology,Consumer Electronics,220.82000732421875,221.27000427246094,216.7100067138672,220.91000366210938,67180000,0.00040755518026269755
2024-09-10,AAPL,Apple Inc.,Technology,Consumer Electronics,218.9199981689453,221.47999572753906,216.72999572753906,220.11000061035156,51591000,-0.0036213980285901837
2024-09-11,AAPL,Apple Inc.,Technology,Consumer Electronics,221.4600067138672,223.08999633789062,217.88999938964844,222.66000366210938,44587100,0.011585130365211915
2024-09-12,AAPL,Apple Inc.,Technology,Consumer Electronics,222.5,223.5500030517578,219.82000732421875,222.77000427246094,37455600,0.0004940295003250661
2024-09-13,AAPL,Apple Inc.,Technology,Consumer Electronics,223.5800018310547,224.0399932861328,221.91000366210938,222.5,36766600,-0.001212031545013148
2024-09-16,AAPL,Apple Inc.,Technology,Consumer Electronics,216.5399932861328,217.22000122070312,213.9199981689453,216.32000732421875,59357400,-0.027775247981039364
2024-09-17,AAPL,Apple Inc.,Technology,Consumer Electronics,215.75,216.89999389648438,214.5,216.7899932861328,45519300,0.0021726421320320544
2024-09-18,AAPL,Apple Inc.,Technology,Consumer Electronics,217.5500030517578,222.7100067138672,217.5399932861328,220.69000244140625,59894900,0.017989802463465043
2024-09-19,AAPL,Apple Inc.,Technology,Consumer Electronics,224.99000549316406,229.82000732421875,224.6300048828125,228.8699951171875,66781300,0.03706553348719566
2024-09-20,AAPL,Apple Inc.,Technology,Consumer Electronics,229.97000122070312,233.08999633789062,227.6199951171875,228.1999969482422,318679900,-0.002927418111763669
2024-09-23,AAPL,Apple Inc.,Technology,Consumer Electronics,227.33999633789062,229.4499969482422,225.80999755859375,226.47000122070312,54146000,-0.007581050616453089
2024-09-24,AAPL,Apple Inc.,Technology,Consumer Electronics,228.64999389648438,229.35000610351562,225.72999572753906,227.3699951171875,43556100,0.0039740093241191765
2024-09-25,AAPL,Apple Inc.,Technology,Consumer Electronics,224.92999267578125,227.2899932861328,224.02000427246094,226.3699951171875,42308700,-0.004398117700115112
2024-09-26,AAPL,Apple Inc.,Technology,Consumer Electronics,227.3000030517578,228.5,225.41000366210938,227.52000427246094,36636700,0.005080219022305155
2024-09-27,AAPL,Apple Inc.,Technology,Consumer Electronics,228.4600067138672,229.52000427246094,227.3000030517578,227.7899932861328,34026000,0.0011866605511687833
2024-09-30,AAPL,Apple Inc.,Technology,Consumer Electronics,230.0399932861328,233.0,229.64999389648438,233.0,54541900,0.02287197360475246
2024-10-01,AAPL,Apple Inc.,Technology,Consumer Electronics,229.52000427246094,229.64999389648438,223.74000549316406,226.2100067138672,63285000,-0.029141602086406926
2024-10-02,AAPL,Apple Inc.,Technology,Consumer Electronics,225.88999938964844,227.3699951171875,223.02000427246094,226.77999877929688,32880600,0.002519747352073054
2024-10-03,AAPL,Apple Inc.,Technology,Consumer Electronics,225.13999938964844,226.80999755859375,223.32000732421875,225.6699981689453,34044200,-0.004894614235498862
2024-10-04,AAPL,Apple Inc.,Technology,Consumer Electronics,227.89999389648438,228.0,224.1300048828125,226.8000030517578,37245100,0.005007333238716605
2024-10-07,AAPL,Apple Inc.,Technology,Consumer Electronics,224.5,225.69000244140625,221.3300018310547,221.69000244140625,39505400,-0.022530866585506182
2024-10-08,AAPL,Apple Inc.,Technology,Consumer Electronics,224.3000030517578,225.97999572753906,223.25,225.77000427246094,31855700,0.01840408582309916
2024-10-09,AAPL,Apple Inc.,Technology,Consumer Electronics,225.22999572753906,229.75,224.8300018310547,229.5399932861328,33591100,0.016698360908574017
2024-10-10,AAPL,Apple Inc.,Technology,Consumer Electronics,227.77999877929688,229.5,227.1699981689453,229.0399932861328,28183500,-0.0021782696463562568
2024-10-11,AAPL,Apple Inc.,Technology,Consumer Electronics,229.3000030517578,229.41000366210938,227.33999633789062,227.5500030517578,31759200,-0.006505371454991304
2024-10-14,AAPL,Apple Inc.,Technology,Consumer Electronics,228.6999969482422,231.72999572753906,228.60000610351562,231.3000030517578,39882100,0.01647989430765695
2024-10-15,AAPL,Apple Inc.,Technology,Consumer Electronics,233.61000061035156,237.49000549316406,232.3699951171875,233.85000610351562,64751400,0.011024656368842312
2024-10-16,AAPL,Apple Inc.,Technology,Consumer Electronics,231.60000610351562,232.1199951171875,229.83999633789062,231.77999877929688,34082200,-0.008851859184055066
2024-10-17,AAPL,Apple Inc.,Technology,Consumer Electronics,233.42999267578125,233.85000610351562,230.52000427246094,232.14999389648438,32993800,0.001596320300009113
2024-10-18,AAPL,Apple Inc.,Technology,Consumer Electronics,236.17999267578125,236.17999267578125,234.00999450683594,235.0,46431500,0.01227657195109133
2024-10-21,AAPL,Apple Inc.,Technology,Consumer Electronics,234.4499969482422,236.85000610351562,234.4499969482422,236.47999572753906,36254500,0.006297854159740712
2024-10-22,AAPL,Apple Inc.,Technology,Consumer Electronics,233.88999938964844,236.22000122070312,232.60000610351562,235.86000061035156,38846600,-0.002621765597043635
2024-10-23,AAPL,Apple Inc.,Technology,Consumer Electronics,234.0800018310547,235.13999938964844,227.75999450683594,230.75999450683594,52287000,-0.021623022514703605
2024-10-24,AAPL,Apple Inc.,Technology,Consumer Electronics,229.97999572753906,230.82000732421875,228.41000366210938,230.57000732421875,31109500,-0.0008233107433687215
2024-10-25,AAPL,Apple Inc.,Technology,Consumer Electronics,229.74000549316406,233.22000122070312,229.57000732421875,231.41000366210938,38802300,0.0036431292501519774
2024-10-28,AAPL,Apple Inc.,Technology,Consumer Electronics,233.32000732421875,234.72999572753906,232.5500030517578,233.39999389648438,36087100,0.008599413175243154
2024-10-29,AAPL,Apple Inc.,Technology,Consumer Electronics,233.10000610351562,234.3300018310547,232.32000732421875,233.6699981689453,35417200,0.0011568306749001334
2024-10-30,AAPL,Apple Inc.,Technology,Consumer Electronics,232.61000061035156,233.47000122070312,229.5500030517578,230.10000610351562,47070900,-0.015277922255336196
2024-10-31,AAPL,Apple Inc.,Technology,Consumer Electronics,229.33999633789062,229.8300018310547,225.3699951171875,225.91000366210938,64370100,-0.01820948426885871
2024-11-01,AAPL,Apple Inc.,Technology,Consumer Electronics,220.97000122070312,225.35000610351562,220.27000427246094,222.91000366210938,65276700,-0.013279624414008095
2024-11-04,AAPL,Apple Inc.,Technology,Consumer Electronics,220.99000549316406,222.7899932861328,219.7100067138672,222.00999450683594,44944500,-0.004037544930633463
2024-11-05,AAPL,Apple Inc.,Technology,Consumer Electronics,221.8000030517578,223.9499969482422,221.13999938964844,223.4499969482422,28111300,0.006486205472888695
2024-11-06,AAPL,Apple Inc.,Technology,Consumer Electronics,222.61000061035156,226.07000732421875,221.19000244140625,222.72000122070312,54561100,-0.0032669310248778505
2024-11-07,AAPL,Apple Inc.,Technology,Consumer Electronics,224.6300048828125,227.8800048828125,224.57000732421875,227.47999572753906,42137700,0.02137210165565251
2024-11-08,AAPL,Apple Inc.,Technology,Consumer Electronics,227.1699981689453,228.66000366210938,226.41000366210938,226.9600067138672,38328800,-0.0022858669924307184
2024-11-11,AAPL,Apple Inc.,Technology,Consumer Electronics,225.0,225.6999969482422,221.5,224.22999572753906,42005600,-0.01202859933719469
2024-11-12,AAPL,Apple Inc.,Technology,Consumer Electronics,224.5500030517578,225.58999633789062,223.36000061035156,224.22999572753906,40398300,0.0
2024-11-13,AAPL,Apple Inc.,Technology,Consumer Electronics,224.00999450683594,226.64999389648438,222.75999450683594,225.1199951171875,48566200,0.003969136184303723
2024-11-14,AAPL,Apple Inc.,Technology,Consumer Electronics,225.02000427246094,228.8699951171875,225.0,228.22000122070312,44923900,0.013770460957508002
2024-11-15,AAPL,Apple Inc.,Technology,Consumer Electronics,226.39999389648438,226.9199981689453,224.27000427246094,225.0,47923700,-0.014109198157391867
2024-11-18,AAPL,Apple Inc.,Technology,Consumer Electronics,225.25,229.74000549316406,225.1699981689453,228.02000427246094,44633700,0.013422241210937491
2024-11-19,AAPL,Apple Inc.,Technology,Consumer Electronics,226.97999572753906,230.16000366210938,226.66000366210938,228.27999877929688,36211800,0.0011402267431117608
2024-11-20,AAPL,Apple Inc.,Technology,Consumer Electronics,228.05999755859375,229.92999267578125,225.88999938964844,229.0,35169600,0.0031540267415159917
2024-11-21,AAPL,Apple Inc.,Technology,Consumer Electronics,228.8800048828125,230.16000366210938,225.7100067138672,228.52000427246094,42108300,-0.002096051211960992
2024-11-22,AAPL,Apple Inc.,Technology,Consumer Electronics,228.05999755859375,230.72000122070312,228.05999755859375,229.8699951171875,38168300,0.005907539031537068
2024-11-25,AAPL,Apple Inc.,Technology,Consumer Electronics,231.4600067138672,233.25,229.74000549316406,232.8699951171875,90152800,0.013050855108212911
2024-11-26,AAPL,Apple Inc.,Technology,Consumer Electronics,233.3300018310547,235.57000732421875,233.3300018310547,235.05999755859375,45986200,0.009404399395912533
2024-11-27,AAPL,Apple Inc.,Technology,Consumer Electronics,234.47000122070312,235.69000244140625,233.80999755859375,234.92999267578125,33498400,-0.000553071063399857
2024-11-29,AAPL,Apple Inc.,Technology,Consumer Electronics,234.80999755859375,237.80999755859375,233.97000122070312,237.3300018310547,28481400,0.01021584825308186
2024-12-02,AAPL,Apple Inc.,Technology,Consumer Electronics,237.27000427246094,240.7899932861328,237.16000366210938,239.58999633789062,48137100,0.009522582435425697
2024-12-03,AAPL,Apple Inc.,Technology,Consumer Electronics,239.80999755859375,242.75999450683594,238.89999389648438,242.64999389648438,38861000,0.01277180852859261
2024-12-04,AAPL,Apple Inc.,Technology,Consumer Electronics,242.8699951171875,244.11000061035156,241.25,243.00999450683594,44383900,0.0014836209330593153
2024-12-05,AAPL,Apple Inc.,Technology,Consumer Electronics,243.99000549316406,244.5399932861328,242.1300048828125,243.0399932861328,40033900,0.00012344668933361724
2024-12-06,AAPL,Apple Inc.,Technology,Consumer Electronics,242.91000366210938,244.6300048828125,242.0800018310547,242.83999633789062,36870600,-0.0008228972752098995
2024-12-09,AAPL,Apple Inc.,Technology,Consumer Electronics,241.8300018310547,247.24000549316406,241.75,246.75,44649200,0.01610115187396466
2024-12-10,AAPL,Apple Inc.,Technology,Consumer Electronics,246.88999938964844,248.2100067138672,245.33999633789062,247.77000427246094,36914800,0.004133755916761572
2024-12-11,AAPL,Apple Inc.,Technology,Consumer Electronics,247.9600067138672,250.8000030517578,246.25999450683594,246.49000549316406,45205800,-0.005166076430661581
2024-12-12,AAPL,Apple Inc.,Technology,Consumer Electronics,246.88999938964844,248.74000549316406,245.67999267578125,247.9600067138672,32777500,0.005963735599591624
2024-12-13,AAPL,Apple Inc.,Technology,Consumer Electronics,247.82000732421875,249.2899932861328,246.24000549316406,248.1300048828125,33155300,0.0006855870476785153
2024-12-16,AAPL,Apple Inc.,Technology,Consumer Electronics,247.99000549316406,251.3800048828125,247.64999389648438,251.0399932861328,51694800,0.011727676403724852
2024-12-17,AAPL,Apple Inc.,Technology,Consumer Electronics,250.0800018310547,253.8300018310547,249.77999877929688,253.47999572753906,51356400,0.009719576588042456
2024-12-18,AAPL,Apple Inc.,Technology,Consumer Electronics,252.16000366210938,254.27999877929688,247.74000549316406,248.0500030517578,56774100,-0.021421779893107784
2024-12-19,AAPL,Apple Inc.,Technology,Consumer Electronics,247.5,252.0,247.08999633789062,249.7899932861328,60882300,0.007014675319362729
2024-12-20,AAPL,Apple Inc.,Technology,Consumer Electronics,248.0399932861328,255.0,245.69000244140625,254.49000549316406,147495300,0.018815854651340613
2024-12-23,AAPL,Apple Inc.,Technology,Consumer Electronics,254.77000427246094,255.64999389648438,253.4499969482422,255.27000427246094,40858800,0.0030649485734630666
2024-12-24,AAPL,Apple Inc.,Technology,Consumer Electronics,255.49000549316406,258.2099914550781,255.2899932861328,258.20001220703125,23234700,0.011478073747524853
2024-12-26,AAPL,Apple Inc.,Technology,Consumer Electronics,258.19000244140625,260.1000061035156,257.6300048828125,259.0199890136719,27237100,0.003175742710589624
2024-12-27,AAPL,Apple Inc.,Technology,Consumer Electronics,257.8299865722656,258.70001220703125,253.05999755859375,255.58999633789062,42355300,-0.013242192962953925
2024-12-30,AAPL,Apple Inc.,Technology,Consumer Electronics,252.22999572753906,253.5,250.75,252.1999969482422,35557500,-0.013263427513676485
2024-12-31,AAPL,Apple Inc.,Technology,Consumer Electronics,252.44000244140625,253.27999877929688,249.42999267578125,250.4199981689453,39480700,-0.007057885808230857
2025-01-02,AAPL,Apple Inc.,Technology,Consumer Electronics,248.92999267578125,249.10000610351562,241.82000732421875,243.85000610351562,55740700,-0.026235892155055618
2025-01-03,AAPL,Apple Inc.,Technology,Consumer Electronics,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,40244100,-0.0020094545044057055
2025-01-06,AAPL,Apple Inc.,Technology,Consumer Electronics,244.30999755859375,247.3300018310547,243.1999969482422,245.0,45045600,0.006738984983297502
2025-01-07,AAPL,Apple Inc.,Technology,Consumer Electronics,242.97999572753906,245.5500030517578,241.35000610351562,242.2100067138672,40856000,-0.011387727698501271
2025-01-08,AAPL,Apple Inc.,Technology,Consumer Electronics,241.9199981689453,243.7100067138672,240.0500030517578,242.6999969482422,37628900,0.0020229974847978394
2025-01-10,AAPL,Apple Inc.,Technology,Consumer Electronics,240.00999450683594,240.16000366210938,233.0,236.85000610351562,61710900,-0.024103794471716178
2025-01-13,AAPL,Apple Inc.,Technology,Consumer Electronics,233.52999877929688,234.6699981689453,229.72000122070312,234.39999389648438,49630700,-0.010344150913639716
2025-01-14,AAPL,Apple Inc.,Technology,Consumer Electronics,234.75,236.1199951171875,232.47000122070312,233.27999877929688,39435300,-0.004778136289893098
2025-01-15,AAPL,Apple Inc.,Technology,Consumer Electronics,234.63999938964844,238.9600067138672,234.42999267578125,237.8699951171875,39832000,0.019675910330543056
2025-01-16,AAPL,Apple Inc.,Technology,Consumer Electronics,237.35000610351562,238.00999450683594,228.02999877929688,228.25999450683594,71759100,-0.040400222002010655
2025-01-17,AAPL,Apple Inc.,Technology,Consumer Electronics,232.1199951171875,232.2899932861328,228.47999572753906,229.97999572753906,68488300,0.007535272330218223
2025-01-21,AAPL,Apple Inc.,Technology,Consumer Electronics,224.0,224.4199981689453,219.3800048828125,222.63999938964844,98070400,-0.031915803436166845
2025-01-22,AAPL,Apple Inc.,Technology,Consumer Electronics,219.7899932861328,224.1199951171875,219.7899932861328,223.8300018310547,64126500,0.00534496247156202
2025-01-23,AAPL,Apple Inc.,Technology,Consumer Electronics,224.74000549316406,227.02999877929688,222.3000030517578,223.66000366210938,60234800,-0.0007594967946863429
2025-01-24,AAPL,Apple Inc.,Technology,Consumer Electronics,224.77999877929688,225.6300048828125,221.41000366210938,222.77999877929688,54697900,-0.003934565270516388
2025-01-27,AAPL,Apple Inc.,Technology,Consumer Electronics,224.02000427246094,232.14999389648438,223.97999572753906,229.86000061035156,94863400,0.03178024001189028
2025-01-28,AAPL,Apple Inc.,Technology,Consumer Electronics,230.85000610351562,240.19000244140625,230.80999755859375,238.25999450683594,75707600,0.036543956643956044
2025-01-29,AAPL,Apple Inc.,Technology,Consumer Electronics,234.1199951171875,239.86000061035156,234.00999450683594,239.36000061035156,45486100,0.004616830894303092
2025-01-30,AAPL,Apple Inc.,Technology,Consumer Electronics,238.6699981689453,240.7899932861328,237.2100067138672,237.58999633789062,55658300,-0.0073947370820001135
2025-01-31,AAPL,Apple Inc.,Technology,Consumer Electronics,247.19000244140625,247.19000244140625,233.44000244140625,236.0,100959800,-0.006692185539787565
2025-02-03,AAPL,Apple Inc.,Technology,Consumer Electronics,229.99000549316406,231.8300018310547,225.6999969482422,228.00999450683594,73063300,-0.033855955479508704
2025-02-04,AAPL,Apple Inc.,Technology,Consumer Electronics,227.25,233.1300048828125,226.64999389648438,232.8000030517578,45067300,0.021007888515072404
2025-02-05,AAPL,Apple Inc.,Technology,Consumer Electronics,228.52999877929688,232.6699981689453,228.27000427246094,232.47000122070312,39620300,-0.0014175336199687694
2025-02-06,AAPL,Apple Inc.,Technology,Consumer Electronics,231.2899932861328,233.8000030517578,230.42999267578125,233.22000122070312,29925300,0.00322622272147699
2025-02-07,AAPL,Apple Inc.,Technology,Consumer Electronics,232.60000610351562,234.0,227.25999450683594,227.6300048828125,39707200,-0.023968769010513147
2025-02-10,AAPL,Apple Inc.,Technology,Consumer Electronics,229.57000732421875,230.58999633789062,227.1999969482422,227.64999389648438,33115600,8.781361526644105e-05
2025-02-11,AAPL,Apple Inc.,Technology,Consumer Electronics,228.1999969482422,235.22999572753906,228.1300048828125,232.6199951171875,53718400,0.021831765227118938
2025-02-12,AAPL,Apple Inc.,Technology,Consumer Electronics,231.1999969482422,236.9600067138672,230.67999267578125,236.8699951171875,45243300,0.018270140526221557
2025-02-13,AAPL,Apple Inc.,Technology,Consumer Electronics,236.91000366210938,242.33999633789062,235.57000732421875,241.52999877929688,53614100,0.01967325435120615
2025-02-14,AAPL,Apple Inc.,Technology,Consumer Electronics,241.25,245.5500030517578,240.99000549316406,244.60000610351562,40896200,0.012710666748373622
2025-02-18,AAPL,Apple Inc.,Technology,Consumer Electronics,244.14999389648438,245.17999267578125,241.83999633789062,244.47000122070312,48822500,-0.0005314999164697243
2025-02-19,AAPL,Apple Inc.,Technology,Consumer Electronics,244.66000366210938,246.00999450683594,243.16000366210938,244.8699951171875,32204200,0.001636167605379324
2025-02-20,AAPL,Apple Inc.,Technology,Consumer Electronics,244.94000244140625,246.77999877929688,244.2899932861328,245.8300018310547,32316900,0.003920475080696484
2025-02-21,AAPL,Apple Inc.,Technology,Consumer Electronics,245.9499969482422,248.69000244140625,245.22000122070312,245.5500030517578,53197400,-0.001138993520771736
2025-02-24,AAPL,Apple Inc.,Technology,Consumer Electronics,244.92999267578125,248.86000061035156,244.4199981689453,247.10000610351562,51326400,0.00631237235794746
2025-02-25,AAPL,Apple Inc.,Technology,Consumer Electronics,248.0,250.0,244.91000366210938,247.0399932861328,48013300,-0.0002428685386501872
2025-02-26,AAPL,Apple Inc.,Technology,Consumer Electronics,244.3300018310547,244.97999572753906,239.1300048828125,240.36000061035156,44433600,-0.027040126527384523
2025-02-27,AAPL,Apple Inc.,Technology,Consumer Electronics,239.41000366210938,242.4600067138672,237.05999755859375,237.3000030517578,41153600,-0.012730893454915293
2025-02-28,AAPL,Apple Inc.,Technology,Consumer Electronics,236.9499969482422,242.08999633789062,230.1999969482422,241.83999633789062,56833400,0.019131872009047424
2025-03-03,AAPL,Apple Inc.,Technology,Consumer Electronics,241.7899932861328,244.02999877929688,236.11000061035156,238.02999877929688,47184000,-0.01575420780800274
2025-03-04,AAPL,Apple Inc.,Technology,Consumer Electronics,237.7100067138672,240.07000732421875,234.67999267578125,235.92999267578125,53798100,-0.00882244302938795
2025-03-05,AAPL,Apple Inc.,Technology,Consumer Electronics,235.4199981689453,236.5500030517578,229.22999572753906,235.74000549316406,47227600,-0.0008052693108767661
2025-03-06,AAPL,Apple Inc.,Technology,Consumer Electronics,234.44000244140625,237.86000061035156,233.16000366210938,235.3300018310547,45170400,-0.0017392197020257294
2025-03-07,AAPL,Apple Inc.,Technology,Consumer Electronics,235.11000061035156,241.3699951171875,234.75999450683594,239.07000732421875,46273600,0.015892599600832114
2025-03-10,AAPL,Apple Inc.,Technology,Consumer Electronics,235.5399932861328,236.16000366210938,224.22000122070312,227.47999572753906,72071200,-0.04847957184759566
2025-03-11,AAPL,Apple Inc.,Technology,Consumer Electronics,223.80999755859375,225.83999633789062,217.4499969482422,220.83999633789062,76137400,-0.029189377151217277
2025-03-12,AAPL,Apple Inc.,Technology,Consumer Electronics,220.13999938964844,221.75,214.91000366210938,216.97999572753906,62547500,-0.017478720677234882
2025-03-13,AAPL,Apple Inc.,Technology,Consumer Electronics,215.9499969482422,216.83999633789062,208.4199981689453,209.67999267578125,61368300,-0.03364366852013578
2025-03-14,AAPL,Apple Inc.,Technology,Consumer Electronics,211.25,213.9499969482422,209.5800018310547,213.49000549316406,60107600,0.01817060735629683
2025-03-17,AAPL,Apple Inc.,Technology,Consumer Electronics,213.30999755859375,215.22000122070312,209.97000122070312,214.0,48073400,0.00238884488132296
2025-03-18,AAPL,Apple Inc.,Technology,Consumer Electronics,214.16000366210938,215.14999389648438,211.49000549316406,212.69000244140625,42432400,-0.006121483918662407
2025-03-19,AAPL,Apple Inc.,Technology,Consumer Electronics,214.22000122070312,218.75999450683594,213.75,215.24000549316406,54385400,0.011989294383784266
2025-03-20,AAPL,Apple Inc.,Technology,Consumer Electronics,213.99000549316406,217.49000549316406,212.22000122070312,214.10000610351562,48862900,-0.0052964103352275416
2025-03-21,AAPL,Apple Inc.,Technology,Consumer Electronics,211.55999755859375,218.83999633789062,211.27999877929688,218.27000427246094,94127800,0.019476870855058115
2025-03-24,AAPL,Apple Inc.,Technology,Consumer Electronics,221.0,221.47999572753906,218.5800018310547,220.72999572753906,44299500,0.011270405492856295
2025-03-25,AAPL,Apple Inc.,Technology,Consumer Electronics,220.77000427246094,224.10000610351562,220.0800018310547,223.75,34493600,0.013681893403326706
2025-03-26,AAPL,Apple Inc.,Technology,Consumer Electronics,223.50999450683594,225.02000427246094,220.47000122070312,221.52999877929688,34466100,-0.009921793165153625
2025-03-27,AAPL,Apple Inc.,Technology,Consumer Electronics,221.38999938964844,224.99000549316406,220.55999755859375,223.85000610351562,37094800,0.010472655337889991
2025-03-28,AAPL,Apple Inc.,Technology,Consumer Electronics,221.6699981689453,223.80999755859375,217.67999267578125,217.89999389648438,39818600,-0.026580353115021937
2025-03-31,AAPL,Apple Inc.,Technology,Consumer Electronics,217.00999450683594,225.6199951171875,216.22999572753906,222.1300048828125,65299300,0.019412625538381745
